City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
150,karratha,-20.7377,116.8463,76.5,80,2,11.61,AU,2024-01-04 21:46:02
151,touros,-5.1989,-35.4608,81.27,80,2,10.83,BR,2024-01-04 21:46:23
152,maceio,-9.6658,-35.7353,83.64,78,0,13.8,BR,2024-01-04 21:43:30
153,igarka,67.4667,86.5833,-11.58,95,100,21.7,RU,2024-01-04 21:46:24
154,saynshand,44.8824,110.1163,5.14,84,100,4.23,MN,2024-01-04 21:46:24
155,daru,-9.0763,143.2092,80.71,84,100,2.8,PG,2024-01-04 21:46:25
156,primorsk,46.7348,36.3443,42.39,93,70,7.34,UA,2024-01-04 21:46:22
157,tegueste,28.5167,-16.3167,61.25,88,20,11.5,ES,2024-01-04 21:46:25
158,kone,-21.0595,164.8658,87.51,54,1,1.21,NC,2024-01-04 21:46:26
159,churapcha,62.0025,132.4325,-28.12,99,100,3.15,RU,2024-01-04 21:46:26
160,utrik,11.2278,169.8474,80.06,65,100,21.05,MH,2024-01-04 21:46:27
161,barra de santo antonio,-9.4047,-35.5072,83.48,84,45,13.09,BR,2024-01-04 21:46:27
162,vorgashor,67.5833,63.95,-11.27,99,100,6.4,RU,2024-01-04 21:46:28
163,metlaoui,34.3208,8.4016,52.88,43,1,4.92,TN,2024-01-04 21:46:28
164,bayganin,48.6947,55.8742,27.79,83,100,6.04,KZ,2024-01-04 21:46:28
165,tiksi,71.6872,128.8694,-31.02,100,91,2.82,RU,2024-01-04 21:46:29
166,glace bay,46.1969,-59.957,29.41,85,100,3.44,CA,2024-01-04 21:46:29
167,ta`u,-14.2336,-169.5144,82.78,77,24,15.57,AS,2024-01-04 21:46:06
168,xinmin,41.9908,122.8253,9.36,89,5,2.8,CN,2024-01-04 21:46:30
169,ca mau,9.1769,105.15,75.31,78,95,6.2,VN,2024-01-04 21:46:30
170,tolanaro,-25.0319,46.9987,75.27,88,75,9.22,MG,2024-01-04 21:46:31
171,susuman,62.7833,148.1667,-44.57,100,97,0.67,RU,2024-01-04 21:46:31
172,udachny,66.4167,112.4,-41.17,100,63,2.62,RU,2024-01-04 21:46:32
173,tanjung pandan,-2.75,107.65,77.52,89,100,6.71,ID,2024-01-04 21:46:32
174,nikolayevsk-on-amure,53.1406,140.73,-11.58,99,41,1.14,RU,2024-01-04 21:46:32
175,slave lake,55.2834,-114.769,17.58,79,100,11.5,CA,2024-01-04 21:46:33
176,gadzhiyevo,69.2551,33.3362,-2.79,84,8,20.94,RU,2024-01-04 21:46:33
177,ust'-uda,54.1742,103.0304,-23.89,100,76,2.64,RU,2024-01-04 21:46:34
178,tannum sands,-23.9504,151.3693,82.29,74,8,5.75,AU,2024-01-04 21:46:34
179,thames,-37.1333,175.5333,69.98,65,96,4.63,NZ,2024-01-04 21:46:34
180,reyes,-14.3167,-67.3833,89.56,70,75,4.61,BO,2024-01-04 21:46:35
181,morehead city,34.7229,-76.726,47.03,62,75,12.66,US,2024-01-04 21:46:35
182,tofol,5.3248,163.0078,83.98,74,100,8.05,FM,2024-01-04 21:46:36
183,kharp,66.8014,65.8081,-6.54,91,62,8.61,RU,2024-01-04 21:46:36
184,kasongo-lunda,-6.4667,16.8167,70.66,95,81,1.86,CD,2024-01-04 21:46:37
185,pailin,12.849,102.6093,68.25,78,68,1.54,KH,2024-01-04 21:46:37
186,san patricio,28.017,-97.5169,66.83,63,95,14.63,US,2024-01-04 21:46:38
187,howrah,22.5892,88.3103,60.8,88,1,0.0,IN,2024-01-04 21:46:38
188,hotan,37.0997,79.9269,24.24,53,2,0.36,CN,2024-01-04 21:46:39
189,coahuayana de hidalgo,18.7,-103.6583,81.79,56,3,6.08,MX,2024-01-04 21:46:39
190,gurupa,-1.405,-51.64,77.65,86,93,3.76,BR,2024-01-04 21:46:40
191,hasaki,35.7333,140.8333,34.2,50,8,2.91,JP,2024-01-04 21:46:40
192,remire-montjoly,4.9167,-52.2667,82.44,78,75,9.22,GF,2024-01-04 21:46:41
193,yarovoye,52.9273,78.58,17.76,83,100,14.76,RU,2024-01-04 21:46:41
194,north bay,46.3168,-79.4663,12.97,80,100,3.42,CA,2024-01-04 21:46:41
195,masterton,-40.9597,175.6575,63.88,63,100,9.46,NZ,2024-01-04 21:46:42
196,wotho,10.1657,166.0102,81.63,71,80,17.09,MH,2024-01-04 21:46:42
197,sakti,22.0333,82.9667,62.94,55,10,4.25,IN,2024-01-04 21:46:42
198,arraial do cabo,-22.9661,-42.0278,76.86,83,75,9.22,BR,2024-01-04 21:46:43
199,las lomitas,-24.7096,-60.593,97.72,23,19,7.63,AR,2024-01-04 21:46:43
200,alzamay,55.5562,98.6644,-28.17,100,17,2.17,RU,2024-01-04 21:46:43
201,recife,-8.0539,-34.8811,84.24,74,20,10.36,BR,2024-01-04 21:46:32
202,makar'yev,57.8797,43.8069,-1.43,92,100,6.91,RU,2024-01-04 21:44:51
203,stornoway,58.2093,-6.3865,41.04,94,85,5.75,GB,2024-01-04 21:46:44
204,ladario,-19.0047,-57.6017,93.49,59,20,5.75,BR,2024-01-04 21:46:44
205,lihue,21.9789,-159.3672,76.69,72,0,13.8,US,2024-01-04 21:46:45
206,kibale,0.8,31.0667,61.95,64,83,2.35,UG,2024-01-04 21:46:45
207,bubaque,11.2833,-15.8333,78.71,71,38,12.84,GW,2024-01-04 21:46:45
208,laguna,38.421,-121.4238,54.95,67,0,8.05,US,2024-01-04 21:46:45
209,rongelap,11.1635,166.8941,80.89,73,100,18.97,MH,2024-01-04 21:46:46
210,moranbah,-22.0016,148.0466,81.5,60,10,5.46,AU,2024-01-04 21:46:46
211,fuding,27.3273,120.214,45.66,75,7,3.47,CN,2024-01-04 21:46:46
212,wauchope,-31.45,152.7333,74.97,86,98,6.15,AU,2024-01-04 21:46:47
213,mirnyy,62.5353,113.9611,-18.89,94,100,9.17,RU,2024-01-04 21:46:47
214,sao jose da coroa grande,-8.8978,-35.1478,80.87,80,49,12.26,BR,2024-01-04 21:46:47
215,shahrud,36.4182,54.9763,38.89,58,67,3.69,IR,2024-01-04 21:46:47
216,pionerskiy,54.9508,20.2275,17.44,83,100,17.16,RU,2024-01-04 21:46:48
217,port alfred,-33.5906,26.891,69.57,82,32,20.6,ZA,2024-01-04 21:46:48
218,nadym,65.5333,72.5167,-12.26,83,100,10.65,RU,2024-01-04 21:46:48
219,tasova,40.7597,36.3225,52.61,77,100,3.47,TR,2024-01-04 21:46:48
220,aitape,-3.1374,142.3475,80.44,86,57,3.27,PG,2024-01-04 21:46:48
221,khorugh,37.4897,71.553,25.86,83,100,0.2,TJ,2024-01-04 21:46:49
222,jiagedaqi,50.4167,124.1167,-14.28,99,83,3.09,CN,2024-01-04 21:46:49
223,pisco,-13.7,-76.2167,78.85,65,0,18.41,PE,2024-01-04 21:46:49
224,sao miguel do guama,-1.6267,-47.4833,76.39,95,98,5.41,BR,2024-01-04 21:46:50
225,rumbek,6.802,29.6912,78.75,19,0,4.63,SS,2024-01-04 21:46:50
226,isla mujeres,21.2311,-86.731,76.5,75,6,10.11,MX,2024-01-04 21:46:50
227,shimoda,34.6667,138.95,42.1,62,70,1.7,JP,2024-01-04 21:46:50
228,konarka,19.9,86.1167,59.4,71,7,6.2,IN,2024-01-04 21:46:51
229,monastir,35.7833,10.8333,57.18,62,0,9.22,TN,2024-01-04 21:46:51
230,kijang,35.2442,129.2139,26.33,71,0,9.71,KR,2024-01-04 21:46:51
231,ovalle,-30.5983,-71.2003,79.95,44,1,7.05,CL,2024-01-04 21:46:51
232,talnakh,69.4865,88.3972,-11.79,93,100,20.76,RU,2024-01-04 21:46:52
233,puerto ayora,-0.7393,-90.3518,78.55,92,65,5.01,EC,2024-01-04 21:46:52
234,aberdeen,57.1437,-2.0981,42.85,95,100,6.91,GB,2024-01-04 21:46:52
235,holualoa,19.6228,-155.9522,76.57,65,0,9.22,US,2024-01-04 21:46:52
236,ancud,-41.8697,-73.8203,61.93,86,68,8.37,CL,2024-01-04 21:46:53
237,bangjun,39.9911,117.2628,20.43,78,0,4.38,CN,2024-01-04 21:46:53
238,sirsilla,18.3833,78.8333,66.72,78,8,11.1,IN,2024-01-04 21:46:53
239,midvagur,62.0511,-7.1939,45.43,81,100,16.11,FO,2024-01-04 21:46:54
240,aasiaat,68.7098,-52.8699,14.5,92,100,9.17,GL,2024-01-04 21:46:54
241,tromso,69.6496,18.957,23.02,58,75,18.41,NO,2024-01-04 21:46:15
242,maieru,47.4,24.75,40.95,95,100,7.87,RO,2024-01-04 21:46:55
243,grenville,12.1167,-61.6167,84.25,72,36,13.56,GD,2024-01-04 21:46:55
244,fortuna,40.5982,-124.1573,56.37,85,100,11.5,US,2024-01-04 21:46:55
245,tura,25.5198,90.2201,54.82,74,0,3.18,IN,2024-01-04 21:46:55
246,hobyo,5.3505,48.5268,77.49,71,94,16.37,SO,2024-01-04 21:46:56
247,al ghayzah,16.2079,52.176,73.26,62,9,1.14,YE,2024-01-04 21:46:56
248,puerto quijarro,-17.7833,-57.7667,88.61,58,99,1.72,BO,2024-01-04 21:46:56
249,ulladulla,-35.35,150.4667,65.03,86,95,3.85,AU,2024-01-04 21:46:56
250,suvorovskaya,44.1942,42.6539,42.75,78,61,2.62,RU,2024-01-04 21:44:49
251,lib,8.3122,167.3766,82.0,70,96,16.67,MH,2024-01-04 21:46:57
252,opuwo,-18.0607,13.84,71.11,56,84,6.73,NA,2024-01-04 21:46:57
253,bamboo flat,11.7,92.7167,80.69,78,20,9.22,IN,2024-01-04 21:46:57
254,novoagansk,61.9449,76.6625,-4.2,98,100,12.84,RU,2024-01-04 21:46:57
255,petropavlovsk-kamchatsky,53.0452,158.6483,6.46,83,75,11.18,RU,2024-01-04 21:46:58
256,geraldton,-28.7667,114.6,75.61,38,0,24.16,AU,2024-01-04 21:46:58
257,panama city beach,30.1766,-85.8055,59.7,43,0,6.91,US,2024-01-04 21:43:55
258,chibougamau,49.9168,-74.3659,2.82,78,100,8.05,CA,2024-01-04 21:46:59
259,powell river,49.8496,-124.5361,46.47,100,75,6.91,CA,2024-01-04 21:46:59
260,vadso,70.0744,29.7487,6.96,85,100,11.5,NO,2024-01-04 21:46:59
261,shantipur,23.25,88.4667,61.3,42,0,4.63,IN,2024-01-04 21:46:59
262,kailua-kona,19.6406,-155.9956,80.24,65,0,9.22,US,2024-01-04 21:46:06
263,kanniyakumari,8.0833,77.5667,79.11,82,100,11.12,IN,2024-01-04 21:47:00
264,celestun,20.8667,-90.4,75.2,75,61,9.69,MX,2024-01-04 21:47:00
265,iwon-up,40.3231,128.6553,31.1,67,0,6.46,KP,2024-01-04 21:47:00
266,zavodoukovsk,56.5042,66.5515,19.85,97,94,5.77,RU,2024-01-04 21:47:01
267,san luis de since,9.2439,-75.1468,89.17,58,29,2.3,CO,2024-01-04 21:47:01
268,papao,-17.75,-149.55,80.28,79,100,23.71,PF,2024-01-04 21:47:01
269,acarau,-2.8856,-40.12,81.23,79,91,14.12,BR,2024-01-04 21:47:01
270,buala,-8.145,159.5921,84.0,74,100,4.14,SB,2024-01-04 21:47:01
271,gracemere,-23.4333,150.45,82.31,78,8,8.05,AU,2024-01-04 21:47:02
272,gizo,-8.103,156.8419,84.47,72,99,5.41,SB,2024-01-04 21:47:02
273,krasnyy chikoy,50.3643,108.7512,6.75,95,100,3.74,RU,2024-01-04 21:47:03
274,kayangel,8.0823,134.7173,84.06,78,43,15.48,PW,2024-01-04 21:47:03
275,ouahigouya,13.5828,-2.4216,75.83,12,3,9.01,BF,2024-01-04 21:47:03
276,koshki,54.2091,50.4677,-14.69,100,65,5.1,RU,2024-01-04 21:47:03
277,letlhakeng,-24.0944,25.0298,76.35,37,22,6.13,BW,2024-01-04 21:47:04
278,quellon,-43.1167,-73.6167,64.2,77,74,3.83,CL,2024-01-04 21:47:04
279,yuzhno-kurilsk,44.0306,145.8556,29.37,63,62,8.14,RU,2024-01-04 21:47:04
280,kapuskasing,49.4169,-82.4331,6.8,78,100,10.36,CA,2024-01-04 21:47:04
281,cururupu,-1.8283,-44.8683,77.45,88,99,3.4,BR,2024-01-04 21:47:04
282,nuuk,64.1835,-51.7216,20.01,86,75,31.07,GL,2024-01-04 21:47:05
283,taroa,8.7058,171.2275,81.09,72,100,21.99,MH,2024-01-04 21:47:05
284,itupiranga,-5.1347,-49.3267,88.12,77,98,1.59,BR,2024-01-04 21:47:05
285,lompoc,34.6391,-120.4579,61.2,56,0,14.97,US,2024-01-04 21:43:29
286,general conesa,-40.1,-64.4333,92.55,26,82,11.07,AR,2024-01-04 21:47:06
287,qarqaraly,49.4058,75.4742,20.16,68,100,8.72,KZ,2024-01-04 21:47:06
288,debark',13.1561,37.8981,48.04,45,0,2.95,ET,2024-01-04 21:47:06
289,ilebo,-4.3167,20.5833,71.91,93,99,1.92,CD,2024-01-04 21:47:07
290,wynyard,-41.0,145.7167,62.55,79,93,1.79,AU,2024-01-04 21:47:01
291,vernon,50.2581,-119.2691,40.01,84,78,8.01,CA,2024-01-04 21:45:15
292,neiafu,-18.65,-173.9833,83.08,83,75,13.8,TO,2024-01-04 21:47:08
293,dudinka,69.4058,86.1778,-14.33,95,100,14.0,RU,2024-01-04 21:47:08
294,tindouf,27.6711,-8.1474,61.25,23,0,9.22,DZ,2024-01-04 21:47:08
295,pundong,-7.9522,110.3486,75.45,93,100,1.28,ID,2024-01-04 21:47:08
296,heyuan,23.7333,114.6833,52.18,74,7,2.24,CN,2024-01-04 21:47:08
297,bonthe,7.5264,-12.505,79.81,83,59,6.38,SL,2024-01-04 21:47:09
298,hamilton,39.1834,-84.5333,35.01,59,0,6.91,US,2024-01-04 21:45:56
299,lebyazh'ye,55.2689,66.4947,21.25,96,93,8.41,RU,2024-01-04 21:47:09
300,sakakah,29.9697,40.2064,51.37,55,0,5.5,SA,2024-01-04 21:47:09
301,namibe,-15.1961,12.1522,72.09,71,74,7.52,AO,2024-01-04 21:47:10
302,harper,4.375,-7.7169,79.07,84,92,6.24,LR,2024-01-04 21:47:10
303,doha,25.2867,51.5333,64.35,70,0,11.5,QA,2024-01-04 21:42:15
304,naracoorte,-36.9579,140.7383,67.59,67,2,10.4,AU,2024-01-04 21:47:10
305,nanyang,32.9947,112.5328,41.47,73,0,4.68,CN,2024-01-04 21:47:10
306,puerto baquerizo moreno,-0.9,-89.6,83.39,84,75,14.97,EC,2024-01-04 21:47:11
307,riyadh,24.6877,46.7219,55.54,59,2,4.25,SA,2024-01-04 21:47:11
308,saldanha,-33.0117,17.9442,64.45,91,15,10.85,ZA,2024-01-04 21:38:06
309,kaa-khem,51.6833,94.7333,-8.59,92,90,4.12,RU,2024-01-04 21:38:06
310,saint-pierre,-21.3393,55.4781,78.48,89,20,1.14,RE,2024-01-04 21:38:07
311,mount pearl,47.5166,-52.7813,29.25,94,100,19.57,CA,2024-01-04 21:45:59
312,el calafate,-50.3408,-72.2768,60.53,56,98,13.22,AR,2024-01-04 21:47:12
313,laojunmiao,39.8333,97.7333,20.7,29,6,3.04,CN,2024-01-04 21:47:12
314,katsuura,35.1333,140.3,49.6,61,20,4.05,JP,2024-01-04 21:47:13
315,happy valley-goose bay,53.3168,-60.3315,10.71,67,75,2.3,CA,2024-01-04 21:47:14
316,sinabang,2.4803,96.3801,79.72,79,47,2.89,ID,2024-01-04 21:47:14
317,amos,48.5669,-78.1162,8.02,84,100,5.99,CA,2024-01-04 21:47:15
318,northam,51.0333,-4.2167,46.06,87,100,15.95,GB,2024-01-04 21:47:15
319,brumadinho,-20.1433,-44.1997,77.52,97,100,2.89,BR,2024-01-04 21:47:15
320,eldorado,-23.7869,-54.2836,83.98,57,67,3.29,BR,2024-01-04 21:47:16
321,pinahat,26.8839,78.3781,45.57,72,0,3.53,IN,2024-01-04 21:47:16
322,san pedro pochutla,15.7333,-96.4667,83.91,49,43,7.07,MX,2024-01-04 21:47:16
323,berezovyy,51.6667,135.7,-8.52,96,98,2.39,RU,2024-01-04 21:47:16
324,paka,4.6374,103.4368,76.93,94,96,3.44,MY,2024-01-04 21:47:17
325,ballinasloe,53.3275,-8.2194,38.75,95,47,6.87,IE,2024-01-04 21:47:17
326,la'ie,21.6477,-157.9253,78.48,69,99,5.99,US,2024-01-04 21:47:17
327,beitbridge,-22.2167,30.0,76.08,62,0,15.35,ZW,2024-01-04 21:47:17
328,puerto real,36.5282,-6.1901,59.58,88,40,13.8,ES,2024-01-04 21:47:18
329,rio grande,-32.035,-52.0986,72.95,81,6,17.67,BR,2024-01-04 21:47:18
330,monrovia,6.3005,-10.7969,78.57,82,97,8.46,LR,2024-01-04 21:47:18
331,tadmur,34.5608,38.2805,52.18,72,5,2.48,SY,2024-01-04 21:47:19
332,faya-largeau,17.9257,19.1043,67.93,24,4,18.95,TD,2024-01-04 21:47:19
333,matoury,4.8483,-52.3317,82.36,78,75,9.22,GF,2024-01-04 21:47:19
334,osorno,-40.5667,-73.15,82.71,39,20,8.05,CL,2024-01-04 21:47:19
335,brisas de zicatela,15.8369,-97.0419,84.72,58,40,10.36,MX,2024-01-04 21:47:19
336,grand-fort-philippe,50.9996,2.1078,49.05,77,100,17.83,FR,2024-01-04 21:47:20
337,bac lieu,9.285,105.7244,77.02,73,100,14.63,VN,2024-01-04 21:47:20
338,mana,5.6592,-53.7767,78.85,83,33,7.72,GF,2024-01-04 21:47:20
339,taltal,-25.4,-70.4833,68.59,70,20,5.97,CL,2024-01-04 21:47:20
340,yichun,47.7,128.9,6.64,97,100,1.95,CN,2024-01-04 21:47:21
341,pauini,-7.7136,-66.9764,76.82,97,100,2.82,BR,2024-01-04 21:47:21
342,lerwick,60.1545,-1.1494,41.0,96,100,32.59,GB,2024-01-04 21:47:21
343,portland,45.5234,-122.6762,47.95,94,100,8.05,US,2024-01-04 21:45:19
344,gunjur,13.2019,-16.7339,75.27,73,49,4.61,GM,2024-01-04 21:47:22
345,zaozersk,69.4005,32.4476,-7.13,87,1,14.36,RU,2024-01-04 21:47:22
346,freeport,40.6576,-73.5832,40.71,52,100,21.85,US,2024-01-04 21:47:22
347,sheridan,44.8333,-106.9173,42.37,49,0,24.16,US,2024-01-04 21:47:22
348,kingston,17.997,-76.7936,83.03,73,75,13.8,JM,2024-01-04 21:43:59
349,mossel bay,-34.1831,22.146,67.26,90,93,14.97,ZA,2024-01-04 21:47:23
350,woolgoolga,-30.1106,153.2007,76.87,79,59,16.84,AU,2024-01-04 21:47:23
351,iquique,-20.2208,-70.1431,73.44,78,25,5.01,CL,2024-01-04 21:47:23
352,vila velha,-20.3297,-40.2925,77.95,98,100,3.44,BR,2024-01-04 21:47:24
353,kazaure,12.6513,8.4162,66.81,17,85,7.78,NG,2024-01-04 21:47:24
354,sidi ifni,29.3797,-10.173,64.81,55,0,4.56,MA,2024-01-04 21:47:24
355,conceicao da barra,-18.5933,-39.7322,76.48,97,96,9.04,BR,2024-01-04 21:47:24
356,nova vicosa,-17.8919,-39.3719,76.71,96,96,12.93,BR,2024-01-04 21:47:24
357,kamennomostskiy,44.2983,40.1856,46.31,87,98,5.64,RU,2024-01-04 21:38:22
358,selfoss,63.9331,-20.9971,21.16,81,93,8.77,IS,2024-01-04 21:38:22
359,alamogordo,32.8995,-105.9603,43.38,52,100,17.27,US,2024-01-04 21:38:22
360,kittila,67.6647,24.8936,-18.26,76,0,12.66,FI,2024-01-04 21:38:23
361,smithers,54.7804,-127.1743,35.92,75,40,3.44,CA,2024-01-04 21:35:05
362,lamu,-2.2717,40.902,80.82,81,9,11.68,KE,2024-01-04 21:38:23
363,talagutong,6.2644,125.6678,78.76,84,74,9.95,PH,2024-01-04 21:38:23
364,onguday,50.75,86.15,7.2,95,35,4.16,RU,2024-01-04 21:38:24
365,christchurch,-43.5333,172.6333,55.76,76,75,12.66,NZ,2024-01-04 21:37:16
366,praia,14.9215,-23.5087,72.14,73,20,12.66,CV,2024-01-04 21:36:10
367,yuxi,24.355,102.5422,41.0,88,0,2.68,CN,2024-01-04 21:38:25
368,odienne,9.51,-7.5692,79.29,22,8,1.79,CI,2024-01-04 21:38:25
369,bengkulu,-3.8004,102.2655,75.15,90,100,2.48,ID,2024-01-04 21:38:25
370,st. john's,47.5649,-52.7093,30.09,94,100,19.57,CA,2024-01-04 21:38:26
371,palmer,42.1584,-72.3287,35.33,56,38,12.19,US,2024-01-04 21:33:27
372,bulgan,48.8125,103.5347,-5.62,84,30,3.74,MN,2024-01-04 21:38:26
373,lata,40.1629,-8.3327,50.07,96,34,4.79,PT,2024-01-04 21:38:27
374,palafrugell,41.9174,3.1631,53.02,54,100,7.11,ES,2024-01-04 21:38:27
375,lebu,-37.6167,-73.65,62.74,79,46,12.73,CL,2024-01-04 21:38:27
376,manay,7.215,126.5397,75.63,72,61,7.05,PH,2024-01-04 21:38:28
377,champua,22.0833,85.6667,59.36,67,0,3.6,IN,2024-01-04 21:38:28
378,amga,60.8953,131.9608,-36.54,100,99,1.92,RU,2024-01-04 21:38:28
379,zouerate,22.7187,-12.4521,66.63,18,0,8.3,MR,2024-01-04 21:38:29
380,lesnikovo,55.2822,65.3175,22.78,96,93,5.82,RU,2024-01-04 21:38:29
381,prieska,-29.6641,22.7474,82.33,34,80,10.36,ZA,2024-01-04 21:38:30
382,la sarre,48.8002,-79.1996,7.97,91,100,5.01,CA,2024-01-04 21:34:53
383,koya,34.2129,135.6224,31.12,76,0,2.89,JP,2024-01-04 21:38:30
384,rudnichnyy,59.617,52.4703,-17.39,98,50,4.68,RU,2024-01-04 21:38:30
385,san luis,-33.295,-66.3356,90.16,28,43,8.55,AR,2024-01-04 21:37:41
386,fale old settlement,-9.3852,-171.2468,84.02,68,85,10.51,TK,2024-01-04 21:38:31
387,qarah,34.1527,36.7415,42.78,72,1,1.63,SY,2024-01-04 21:38:31
388,usogorsk,63.4106,48.6872,-21.33,100,100,3.44,RU,2024-01-04 21:38:31
389,ust'-ilimsk,58.0006,102.6619,-26.77,100,48,4.0,RU,2024-01-04 21:38:31
390,newman,37.3138,-121.0208,57.51,60,40,10.0,US,2024-01-04 21:38:32
391,dryden,49.7833,-92.7503,12.49,79,100,11.5,CA,2024-01-04 21:38:32
392,akureyri,65.6835,-18.0878,26.53,100,75,2.3,IS,2024-01-04 21:38:32
393,guaraniacu,-25.1008,-52.8781,73.09,71,58,1.32,BR,2024-01-04 21:38:32
394,ad dawadimi,24.5077,44.3924,56.55,58,1,10.58,SA,2024-01-04 21:38:32
395,nagqu,31.5,92.0,4.08,57,68,3.56,CN,2024-01-04 21:38:33
396,carros,43.7894,7.184,49.42,73,0,6.91,FR,2024-01-04 21:38:33
397,ulety,51.3572,112.4849,4.39,85,96,7.54,RU,2024-01-04 21:38:33
398,haimen,23.1935,116.6142,48.09,84,12,5.35,CN,2024-01-04 21:38:33
399,sydney mines,46.2367,-60.2177,30.15,81,100,2.3,CA,2024-01-04 21:38:34
400,mayakonda,14.2833,76.0833,70.57,79,100,5.53,IN,2024-01-04 21:38:34
401,san juan del sur,11.2529,-85.8705,82.62,78,20,6.91,NI,2024-01-04 21:38:34
402,vuktyl,63.8567,57.3094,-24.03,100,84,4.03,RU,2024-01-04 21:38:34
403,vilyuchinsk,52.9306,158.4028,7.93,75,100,8.05,RU,2024-01-04 21:38:35
404,las vegas,36.175,-115.1372,57.22,33,0,25.32,US,2024-01-04 21:38:35
405,flying fish cove,-10.4217,105.6791,78.48,88,40,3.44,CX,2024-01-04 21:38:35
406,rouissat,31.9243,5.3502,51.87,46,0,5.75,DZ,2024-01-04 21:38:35
407,al jawf,29.5,38.75,53.98,48,0,8.46,SA,2024-01-04 21:38:36
408,port augusta,-32.5,137.7667,83.46,46,97,9.64,AU,2024-01-04 21:38:37
409,chegdomyn,51.1167,133.0167,-5.89,97,100,1.61,RU,2024-01-04 21:38:37
410,coronda,-31.9726,-60.9198,87.51,42,18,11.97,AR,2024-01-04 21:38:38
411,i-n-salah,27.1935,2.4607,59.88,23,39,0.67,DZ,2024-01-04 21:38:39
412,qui nhon,13.7667,109.2333,70.72,80,96,6.8,VN,2024-01-04 21:38:39
413,puerto madero,14.7208,-92.4215,91.6,52,40,6.91,MX,2024-01-04 21:38:40
414,kyzyl-suu,42.3414,78.0056,26.26,58,91,8.97,KG,2024-01-04 21:38:40
415,tshikapa,-6.4167,20.8,71.22,95,100,2.17,CD,2024-01-04 21:38:41
416,sabang,5.8933,95.3214,81.72,78,28,18.57,ID,2024-01-04 21:38:41
417,olinda,-8.0089,-34.8553,83.93,74,20,10.36,BR,2024-01-04 21:38:42
418,bathurst,-33.4166,149.5806,67.96,73,95,1.99,AU,2024-01-04 21:38:42
419,caleta de carquin,-11.0925,-77.6267,74.41,80,91,9.53,PE,2024-01-04 21:38:43
420,isla vista,34.4133,-119.861,63.64,47,0,9.22,US,2024-01-04 21:34:15
421,kavaratti,10.5669,72.642,80.24,80,100,10.58,IN,2024-01-04 21:47:37
